Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME
1,6.86,6.86,3,7.04,7.04,2,6.95,6.95,4,7.09,7.09,5,7.24,7.24
1,8.75,15.61,3,8.90,15.94,2,8.72,15.67,4,9.01,16.10,5,9.08,16.32
1,8.53,24.14,3,8.47,24.41,2,8.59,24.26,4,8.69,24.79,5,8.54,24.86
1,8.53,32.67,3,8.65,33.06,2,8.50,32.76,5,8.77,33.56,4,8.52,33.38
1,8.59,41.259,3,8.64,41.691,2,8.56,41.312,5,31.42,1:04.971,4,8.74,42.115
