Lauge Hye LANGKJER POSITION,Lauge Hye LANGKJER LAP TIME,Lauge Hye LANGKJER ELAPSED TIME,Miodrag POPOVIC POSITION,Miodrag POPOVIC LAP TIME,Miodrag POPOVIC ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME
4,7.657,7.657,2,7.601,7.601,1,7.001,7.001,3,7.633,7.633
3,10.354,18.011,4,10.571,18.172,1,9.353,16.353,2,9.494,17.126
3,10.014,28.025,4,10.332,28.504,1,9.212,25.565,2,9.463,26.588
3,10.324,38.348,4,10.480,38.984,1,9.492,35.056,2,9.699,36.287
3,10.65,48.991,4,10.85,49.825,1,9.74,44.792,2,10.37,46.652
