J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME
1,6.75,6.75,2,6.91,6.91,5,7.19,7.19,3,7.03,7.03,4,7.19,7.19
1,8.83,15.58,2,9.01,15.92,5,9.02,16.21,3,8.99,16.02,4,8.96,16.15
1,8.36,23.94,2,8.35,24.27,5,8.48,24.69,3,8.33,24.35,4,8.39,24.54
1,8.46,32.40,2,8.40,32.67,5,8.38,33.07,3,8.43,32.78,4,8.52,33.06
1,8.64,41.036,2,8.66,41.321,4,8.61,41.671,3,8.65,41.422,5,8.90,41.957
