Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME
0,13.881,13.881,0,14.084,14.084,0,13.984,13.984,0,14.218,14.218
0,10.829,24.709,0,10.703,24.787,0,10.825,24.808,0,10.468,24.687
0,10.048,34.757,0,9.868,34.655,0,10.007,34.815,0,10.239,34.926
0,9.795,44.553,0,9.606,44.261,0,9.391,44.206,0,9.240,44.166
0,9.955,54.507,0,9.663,53.924,0,9.617,53.823,0,9.688,53.854
0,9.501,1:04.008,0,9.723,1:03.648,0,9.759,1:03.582,0,9.599,1:03.453
0,10.032,1:14.040,0,9.922,1:13.570,0,9.577,1:13.159,0,9.559,1:13.012
0,10.553,1:24.594,0,9.826,1:23.396,0,9.916,1:23.076,0,9.886,1:22.898
0,,,0,,,0,,,0,,
