SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME
1,6.94,6.94,3,7.32,7.32,2,7.14,7.14
1,9.12,16.06,3,9.32,16.64,2,9.05,16.19
1,8.85,24.91,3,9.04,25.68,2,8.79,24.98
1,8.98,33.89,3,9.14,34.82,2,9.00,33.98
1,9.21,43.095,3,9.50,44.313,2,9.22,43.199
