MOODY Jonathan POSITION,MOODY Jonathan LAP TIME,MOODY Jonathan ELAPSED TIME,SELLIER Diane POSITION,SELLIER Diane LAP TIME,SELLIER Diane ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME
2,13.37,13.37,1,13.30,13.30,4,13.48,13.48,3,13.45,13.45,5,13.63,13.63
4,10.11,23.48,2,9.96,23.26,1,9.67,23.15,5,10.19,23.64,3,9.67,23.30
4,9.48,32.96,2,9.46,32.72,1,9.50,32.65,5,9.42,33.06,3,9.54,32.84
4,9.15,42.11,2,9.21,41.93,1,9.19,41.84,5,9.08,42.14,3,9.18,42.02
5,9.20,51.31,2,9.00,50.93,1,9.01,50.85,4,9.09,51.23,3,9.02,51.04
5,8.90,1:00.21,2,8.94,59.87,1,8.95,59.80,4,8.83,1:00.06,3,8.91,59.95
5,8.87,1:09.08,2,8.92,1:08.79,1,8.89,1:08.69,4,8.92,1:08.98,3,8.93,1:08.88
5,8.99,1:18.07,2,8.95,1:17.74,1,8.96,1:17.65,4,8.85,1:17.83,3,8.93,1:17.81
5,9.23,1:27.308,2,9.12,1:26.86,1,9.10,1:26.75,3,9.12,1:26.951,4,9.32,1:27.137
