WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Maxime LAOUN POSITION,Maxime LAOUN LAP TIME,Maxime LAOUN ELAPSED TIME,Jonathan SO POSITION,Jonathan SO LAP TIME,Jonathan SO ELAPSED TIME,KUCZYNSKI Lukasz POSITION,KUCZYNSKI Lukasz LAP TIME,KUCZYNSKI Lukasz ELAPSED TIME,Luca SPECHENHAUSER POSITION,Luca SPECHENHAUSER LAP TIME,Luca SPECHENHAUSER ELAPSED TIME
1,6.69,6.69,2,6.83,6.83,4,7.17,7.17,3,6.95,6.95,5,7.35,7.35
1,8.64,15.33,2,8.64,15.47,4,8.90,16.07,3,8.65,15.60,5,8.92,16.27
1,8.47,23.80,2,8.45,23.92,4,8.39,24.46,3,8.53,24.13,5,8.35,24.62
1,8.40,32.20,2,8.50,32.42,4,8.44,32.90,3,8.70,32.83,5,8.46,33.08
1,8.64,40.84,2,8.74,41.16,5,10.12,43.02,3,8.84,41.67,4,8.69,41.77
