START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,season,competition,event,gender,round,race
2,14.44,14.44,3,14.56,14.56,1,14.31,14.31,4,14.57,14.57,2009-2010,"2010 ISU European Championships, GER, Dresden",1000m,w,Heats,8
4,11.18,25.62,1,10.57,25.13,3,11.16,25.47,2,10.74,25.31,2009-2010,"2010 ISU European Championships, GER, Dresden",1000m,w,Heats,8
4,10.14,35.76,1,10.06,35.19,3,10.02,35.49,2,10.01,35.32,2009-2010,"2010 ISU European Championships, GER, Dresden",1000m,w,Heats,8
4,9.72,45.48,1,9.74,44.93,3,9.67,45.16,2,9.71,45.03,2009-2010,"2010 ISU European Championships, GER, Dresden",1000m,w,Heats,8
4,10.06,55.54,1,10.16,55.09,3,10.11,55.27,2,10.12,55.15,2009-2010,"2010 ISU European Championships, GER, Dresden",1000m,w,Heats,8
4,10.07,1:05.61,3,10.29,1:05.38,2,10.09,1:05.36,1,10.01,1:05.16,2009-2010,"2010 ISU European Championships, GER, Dresden",1000m,w,Heats,8
4,10.17,1:15.78,3,10.34,1:15.72,2,9.98,1:15.34,1,10.06,1:15.22,2009-2010,"2010 ISU European Championships, GER, Dresden",1000m,w,Heats,8
3,10.06,1:25.84,4,10.69,1:26.41,2,10.12,1:25.46,1,10.17,1:25.39,2009-2010,"2010 ISU European Championships, GER, Dresden",1000m,w,Heats,8
3,10.28,1:36.119,4,11.07,1:37.474,1,10.00,1:35.460,2,10.29,1:35.679,2009-2010,"2010 ISU European Championships, GER, Dresden",1000m,w,Heats,8
