Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME
1,7.27,7.27,2,7.39,7.39,3,7.48,7.48,4,7.76,7.76
1,9.56,16.83,2,9.56,16.95,3,9.56,17.04,4,9.58,17.34
1,8.93,25.76,2,8.95,25.90,3,8.95,25.99,4,9.06,26.40
1,9.15,34.91,2,9.12,35.02,3,9.16,35.15,4,9.37,35.77
1,9.35,44.255,2,9.25,44.270,3,9.36,44.510,4,9.85,45.612
