Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,Roza KOOYSTRA POSITION,Roza KOOYSTRA LAP TIME,Roza KOOYSTRA ELAPSED TIME,BOTTER GOMEZ Nicole POSITION,BOTTER GOMEZ Nicole LAP TIME,BOTTER GOMEZ Nicole ELAPSED TIME
2,7.66,7.66,1,7.42,7.42,4,7.81,7.81,3,7.79,7.79
2,9.63,17.29,1,9.80,17.22,4,9.92,17.73,3,9.80,17.59
2,9.38,26.67,1,9.39,26.61,4,9.42,27.15,3,9.43,27.02
2,9.46,36.13,1,9.39,36.00,3,9.54,36.69,4,9.67,36.69
2,9.61,45.734,1,9.65,45.646,3,10.19,46.873,4,10.32,47.001
