BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME,Mariya IZAFATAVA POSITION,Mariya IZAFATAVA LAP TIME,Mariya IZAFATAVA ELAPSED TIME,LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME,Erika LINDGREN POSITION,Erika LINDGREN LAP TIME,Erika LINDGREN ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME
1,7.29,7.29,3,7.63,7.63,2,7.52,7.52,4,7.82,7.82,5,7.83,7.83
1,9.35,16.64,3,9.62,17.25,2,9.34,16.86,5,9.67,17.49,4,9.50,17.33
1,8.96,25.60,4,9.34,26.59,2,8.86,25.72,5,9.15,26.64,3,9.12,26.45
1,9.07,34.67,4,9.59,36.18,2,9.05,34.77,5,9.90,36.54,3,9.13,35.58
2,,44.056,4,9.93,46.103,1,,44.054,5,10.07,46.578,3,9.33,44.902
