van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME
1,7.08,7.08,3,7.60,7.60,5,7.94,7.94,2,7.30,7.30,4,7.88,7.88
1,9.33,16.41,3,9.48,17.08,5,9.61,17.55,2,9.36,16.66,3,9.20,17.08
1,8.87,25.28,4,8.96,26.04,5,8.81,26.36,2,8.93,25.59,3,8.83,25.91
1,9.01,34.29,4,8.97,35.01,5,8.88,35.24,2,9.08,34.67,3,8.92,34.83
1,9.16,43.45,5,9.20,44.210,4,8.94,44.18,0,9.32,43.99,0,9.16,43.99
