PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,Andrey MIKHASIOV POSITION,Andrey MIKHASIOV LAP TIME,Andrey MIKHASIOV ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME
1,6.80,6.80,2,6.87,6.87,3,7.19,7.19,4,7.36,7.36
1,8.84,15.64,2,8.89,15.76,3,8.87,16.06,4,9.08,16.44
1,8.43,24.07,2,8.42,24.18,3,8.41,24.47,4,8.90,25.34
1,8.55,32.62,2,8.56,32.74,3,8.59,33.06,4,9.05,34.39
1,8.74,41.358,2,8.76,41.498,3,8.89,41.945,4,9.37,43.759
