HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME
2,6.96,6.96,1,6.84,6.84,3,7.06,7.06,4,7.17,7.17
2,8.72,15.68,1,8.74,15.58,3,8.75,15.81,4,8.72,15.89
2,8.23,23.91,1,8.24,23.82,3,8.18,23.99,4,8.18,24.07
2,8.35,32.26,1,8.34,32.16,3,8.33,32.32,4,8.36,32.43
2,8.48,40.74,1,8.49,40.65,3,8.50,40.829,4,8.57,41.008
