Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Yu MIURA POSITION,Yu MIURA LAP TIME,Yu MIURA ELAPSED TIME
1,6.84,6.84,2,6.96,6.96,3,7.06,7.06,4,7.20,7.20
2,9.09,15.93,1,8.87,15.83,3,9.03,16.09,4,8.97,16.17
2,8.50,24.43,1,8.53,24.36,3,8.44,24.53,4,8.58,24.75
1,8.57,33.00,3,8.73,33.09,2,8.47,33.00,4,8.59,33.34
2,9.02,42.018,3,9.03,42.114,1,8.91,41.908,4,8.82,42.154
