Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Menderes EREN POSITION,Menderes EREN LAP TIME,Menderes EREN ELAPSED TIME
3,13.62,13.62,1,13.48,13.48,2,13.53,13.53,4,13.72,13.72,5,13.81,13.81
3,9.90,23.52,2,9.88,23.36,1,9.72,23.25,4,9.93,23.65,5,9.94,23.75
4,9.48,33.00,1,9.46,32.82,2,9.58,32.83,3,9.34,32.99,5,9.48,33.23
3,9.14,42.14,1,9.08,41.90,4,9.36,42.19,2,9.02,42.01,5,9.12,42.35
3,9.07,51.21,1,9.07,50.97,4,9.14,51.33,2,9.10,51.11,5,9.21,51.56
3,9.05,1:00.26,1,9.04,1:00.01,4,9.07,1:00.40,2,9.08,1:00.19,5,9.34,1:00.90
3,9.04,1:09.30,1,9.01,1:09.02,4,9.20,1:09.60,2,9.00,1:09.19,5,9.67,1:10.57
3,8.98,1:18.28,1,9.03,1:18.05,4,9.40,1:19.00,2,9.00,1:18.19,5,10.04,1:20.61
3,9.18,1:27.46,1,9.03,1:27.08,4,10.02,1:28.993,2,9.02,1:27.21,5,10.66,1:31.252
