MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,CHARLES Alyson POSITION,CHARLES Alyson LAP TIME,CHARLES Alyson ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME
3,7.39,7.39,1,7.03,7.03,2,7.16,7.16,5,7.72,7.72,4,7.48,7.48
4,9.27,16.66,1,9.18,16.21,2,9.18,16.34,5,9.24,16.96,3,9.12,16.60
3,8.61,25.27,1,8.72,24.93,2,8.70,25.04,5,8.88,25.84,4,8.79,25.39
3,8.70,33.97,1,8.90,33.83,2,8.90,33.94,5,8.96,34.80,4,8.82,34.21
4,9.48,43.45,1,9.13,42.96,2,9.30,43.24,5,9.30,44.103,3,9.19,43.40
