HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME
1,6.687,6.687,2,6.942,6.942,3,6.977,6.977,4,7.211,7.211
1,8.885,15.572,2,8.856,15.797,3,8.935,15.912,4,9.075,16.285
1,8.662,24.234,2,8.623,24.419,3,8.599,24.510,4,8.985,25.270
2,8.854,33.088,1,8.630,33.049,3,8.744,33.254,4,9.179,34.449
1,8.99,42.071,2,9.11,42.157,3,9.08,42.330,4,9.45,43.890
