LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME
2,12.8579,12.8579,1,12.8522,12.8522,4,13.0016,13.0016,5,13.1579,13.1579,3,12.8863,12.8863
3,9.8770,22.7349,2,9.8009,22.6531,1,9.5995,22.6011,5,9.6830,22.8409,4,9.8990,22.7853
2,9.1937,31.9286,1,9.2630,31.9161,4,9.5514,32.1525,3,9.2244,32.0653,5,9.3711,32.1564
1,9.5798,41.5084,2,9.6506,41.5667,5,9.6542,41.8067,4,9.5855,41.6508,3,9.4530,41.6094
1,9.5340,51.0424,5,9.6542,51.2209,2,9.2625,51.0692,4,9.5082,51.1590,3,9.5170,51.1264
4,9.4285,1:00.4709,5,9.3560,1:00.5769,3,9.3821,1:00.4513,2,9.2505,1:00.4095,1,9.2025,1:00.3289
1,8.9382,1:09.4091,5,9.1661,1:09.7430,2,8.9622,1:09.4135,4,9.1106,1:09.5201,3,9.0896,1:09.4185
1,9.1436,1:18.5527,5,9.0751,1:18.8181,2,9.1702,1:18.5837,4,9.1582,1:18.6783,3,9.1841,1:18.6026
1,9.10,1:27.645,4,9.32,1:28.133,5,9.68,1:28.262,3,9.07,1:27.746,2,9.09,1:27.689
