Matthew MAK POSITION,Matthew MAK LAP TIME,Matthew MAK ELAPSED TIME,BLUNDEN Keanu POSITION,BLUNDEN Keanu LAP TIME,BLUNDEN Keanu ELAPSED TIME,LEE Munhyeon POSITION,LEE Munhyeon LAP TIME,LEE Munhyeon ELAPSED TIME,Krystian KORECKI POSITION,Krystian KORECKI LAP TIME,Krystian KORECKI ELAPSED TIME,Fabrice DUFBERG SUH POSITION,Fabrice DUFBERG SUH LAP TIME,Fabrice DUFBERG SUH ELAPSED TIME
5,8.06,8.06,3,7.27,7.27,4,7.30,7.30,1,7.23,7.23,2,7.24,7.24
5,10.68,18.74,4,9.71,16.98,3,9.30,16.60,1,9.19,16.42,2,9.20,16.44
5,10.31,29.05,4,9.05,26.03,1,8.86,25.46,2,9.16,25.58,3,9.15,25.59
5,10.89,39.94,2,8.61,34.64,1,8.93,34.39,3,9.30,34.88,4,9.29,34.88
5,11.13,51.065,3,9.33,43.965,1,8.81,43.199,4,9.72,44.591,2,8.94,43.813
