Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME
2,13.42,13.42,1,13.29,13.29,3,13.52,13.52,4,13.69,13.69
2,10.35,23.77,1,10.40,23.69,3,10.34,23.86,4,10.26,23.95
2,10.17,33.94,1,10.15,33.84,3,10.16,34.02,4,10.18,34.13
2,9.92,43.86,1,9.93,43.77,4,10.16,44.18,3,9.85,43.98
2,9.88,53.74,1,9.87,53.64,4,9.74,53.92,3,9.85,53.83
2,9.80,1:03.54,1,9.79,1:03.43,4,9.83,1:03.75,3,9.82,1:03.65
2,9.82,1:13.36,1,9.78,1:13.21,3,9.70,1:13.45,4,9.81,1:13.46
2,9.70,1:23.06,1,9.74,1:22.95,3,9.83,1:23.28,4,10.22,1:23.68
2,9.82,1:32.877,1,9.84,1:32.783,0,,PEN,3,10.37,1:34.047
