SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME,TIKHONOVA Olga POSITION,TIKHONOVA Olga LAP TIME,TIKHONOVA Olga ELAPSED TIME
1,19.71,19.71,4,19.88,19.88,3,19.86,19.86,2,19.76,19.76
1,13.32,33.03,3,13.34,33.22,4,13.42,33.28,2,13.38,33.14
1,13.97,47.00,3,14.12,47.34,4,14.16,47.44,2,14.03,47.17
1,13.66,1:00.66,3,13.59,1:00.93,4,13.65,1:01.09,2,13.60,1:00.77
1,11.53,1:12.19,3,11.41,1:12.34,4,11.39,1:12.48,2,11.52,1:12.29
1,9.97,1:22.16,2,9.93,1:22.27,4,10.01,1:22.49,3,10.05,1:22.34
1,9.93,1:32.09,2,9.86,1:32.13,4,9.87,1:32.36,3,9.91,1:32.25
2,9.91,1:42.00,1,9.54,1:41.67,4,9.85,1:42.21,3,9.80,1:42.05
2,9.73,1:51.729,1,9.73,1:51.399,4,10.16,1:52.364,3,10.15,1:52.192
