Raya ZAHARIEVA POSITION,Raya ZAHARIEVA LAP TIME,Raya ZAHARIEVA ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,ZHANG Hui POSITION,ZHANG Hui LAP TIME,ZHANG Hui ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME
3,13.60,13.60,1,13.40,13.40,2,13.43,13.43,4,13.88,13.88
3,10.59,24.19,1,10.62,24.03,2,10.71,24.15,4,10.59,24.47
3,10.15,34.35,1,10.10,34.13,2,10.14,34.29,4,10.19,34.66
3,9.90,44.25,1,9.92,44.06,2,9.79,44.09,4,9.80,44.47
3,10.26,54.51,2,10.19,54.25,1,10.16,54.25,4,10.27,54.75
4,10.36,1:04.88,1,10.18,1:04.43,2,10.26,1:04.51,3,9.86,1:04.61
4,10.71,1:15.59,2,9.95,1:14.39,1,9.78,1:14.29,3,10.03,1:14.64
4,10.88,1:26.48,1,9.50,1:23.90,2,9.93,1:24.22,3,9.69,1:24.34
4,11.52,1:37.998,3,10.77,1:34.670,1,10.19,1:34.410,2,10.18,1:34.514
