Maaike VOS POSITION,Maaike VOS LAP TIME,Maaike VOS ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME,Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME
1,7.36,7.36,3,7.91,7.91,4,7.92,7.92,2,7.53,7.53
2,10.06,17.43,3,9.91,17.82,4,10.08,18.00,1,9.45,16.98
2,9.33,26.76,3,9.21,27.03,4,9.57,27.58,1,9.46,26.45
2,9.44,36.21,3,9.33,36.37,4,9.65,37.23,1,9.51,35.97
2,9.66,45.866,3,9.80,46.167,4,10.03,47.251,1,9.75,45.718
