Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME
1,6.35,6.35,3,7.04,7.04,4,7.09,7.09,2,6.71,6.71
1,8.91,15.26,3,8.75,15.79,4,8.89,15.98,2,8.85,15.56
1,8.31,23.57,3,8.36,24.15,4,8.52,24.50,2,8.41,23.97
1,8.41,31.98,3,8.37,32.52,4,8.71,33.21,2,8.46,32.43
1,8.89,40.864,3,8.51,41.030,4,9.22,42.424,2,8.48,40.909
