Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Ivan DOLINIC POSITION,Ivan DOLINIC LAP TIME,Ivan DOLINIC ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME
3,13.53,13.53,1,13.29,13.29,4,13.69,13.69,2,13.45,13.45
4,10.36,23.89,1,10.18,23.47,3,10.17,23.86,2,10.21,23.66
4,9.80,33.69,2,9.98,33.45,1,9.18,33.04,3,9.93,33.59
3,9.76,43.45,2,9.82,43.27,1,9.26,42.30,4,9.88,43.47
2,9.41,52.86,3,9.93,53.20,1,9.40,51.70,4,9.85,53.32
2,9.34,1:02.20,4,10.27,1:03.47,1,9.53,1:01.23,3,9.59,1:02.91
2,9.39,1:11.59,4,10.62,1:14.09,1,9.40,1:10.63,3,9.73,1:12.64
2,9.63,1:21.22,4,10.91,1:25.00,1,9.52,1:20.15,3,10.34,1:22.98
2,10.09,1:31.306,4,11.24,1:36.240,1,9.48,1:29.630,3,10.52,1:33.498
