Ryan BEDFORD POSITION,Ryan BEDFORD LAP TIME,Ryan BEDFORD ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME
4,7.030,7.030,2,6.860,6.860,1,6.820,6.820,3,7.030,7.030
3,9.310,16.340,2,9.270,16.130,1,9.260,16.090,4,9.420,16.450
3,8.860,25.200,2,8.910,25.050,1,8.930,25.020,4,8.920,25.370
3,9.070,34.280,2,9.210,34.260,1,9.080,34.110,4,9.120,34.490
4,21.550,55.830,2,9.790,44.060,1,9.460,43.570,3,9.690,44.190
