Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME,Menderes EREN POSITION,Menderes EREN LAP TIME,Menderes EREN ELAPSED TIME
1,6.97,6.97,2,7.17,7.17,3,7.18,7.18,4,7.57,7.57
1,9.08,16.05,3,9.22,16.39,2,9.19,16.37,4,9.52,17.09
1,8.71,24.76,3,8.88,25.27,2,8.86,25.23,4,9.27,26.36
1,8.77,33.53,3,9.05,34.32,2,9.07,34.30,4,9.32,35.68
1,9.03,42.551,2,10.01,44.322,3,10.11,44.403,4,9.48,45.159
