START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
1,8.632,8.632,2,8.716,8.716,4,8.945,8.945,3,8.776,8.776,5,9.093,9.093,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,w,Heats,9
2,11.565,20.197,4,11.542,20.258,1,11.204,20.148,3,11.430,20.206,5,11.477,20.569,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,w,Heats,9
2,11.110,31.307,3,11.270,31.528,1,11.060,31.208,5,18.996,39.202,4,11.952,32.521,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,w,Heats,9
2,11.507,42.814,3,11.294,42.822,1,11.574,42.782,5,10.988,50.191,4,10.677,43.198,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,w,Heats,9
2,11.663,54.477,3,11.741,54.563,1,11.638,54.421,5,10.635,1:00.825,4,11.614,54.812,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,w,Heats,9
1,11.738,1:06.215,3,11.714,1:06.277,2,11.805,1:06.226,5,10.825,1:11.651,4,11.715,1:06.526,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,w,Heats,9
3,12.026,1:18.241,1,11.720,1:17.997,2,11.960,1:18.185,5,11.166,1:22.816,4,11.847,1:18.373,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,w,Heats,9
3,11.217,1:29.458,1,11.090,1:29.087,2,11.099,1:29.284,5,11.399,1:34.216,4,11.245,1:29.618,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,w,Heats,9
1,10.004,1:39.462,2,10.502,1:39.589,3,10.656,1:39.940,5,11.526,1:45.741,4,10.868,1:40.486,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,w,Heats,9
2,10.678,1:50.140,1,10.495,1:50.084,3,10.339,1:50.279,5,12.023,1:57.764,4,11.059,1:51.544,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,w,Heats,9
1,10.597,2:00.737,2,10.712,2:00.796,3,10.658,2:00.937,5,13.445,2:11.209,4,11.633,2:03.177,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,w,Heats,9
2,10.426,2:11.162,3,10.444,2:11.240,1,10.217,2:11.154,5,12.598,2:23.807,4,11.925,2:15.102,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,w,Heats,9
2,10.718,2:21.880,3,10.685,2:21.925,1,10.567,2:21.721,5,12.213,2:36.020,4,12.493,2:27.594,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,w,Heats,9
2,11.158,2:33.039,3,11.202,2:33.126,1,10.581,2:32.302,5,11.847,2:47.867,4,12.779,2:40.373,2007-2008,"2008 ISU World Junior Championships, Italy",1500M,w,Heats,9
