Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Anthony DOUGLAS POSITION,Anthony DOUGLAS LAP TIME,Anthony DOUGLAS ELAPSED TIME
1,12.13,12.13,2,12.25,12.25,5,12.57,12.57,4,12.45,12.45,3,12.27,12.27
1,9.17,21.31,4,9.53,21.79,5,9.35,21.93,3,9.15,21.60,2,9.30,21.58
1,9.58,30.89,4,9.46,31.25,5,9.43,31.36,3,9.58,31.18,2,9.57,31.15
2,9.35,40.24,3,9.17,40.43,4,9.22,40.58,1,8.99,40.17,5,9.47,40.63
1,8.94,49.19,3,9.42,49.85,5,9.48,50.07,2,9.26,49.44,4,9.36,49.99
2,9.95,59.14,3,9.39,59.24,5,9.34,59.41,1,9.29,58.73,4,9.37,59.36
1,9.03,1:08.18,2,9.31,1:08.55,4,9.31,1:08.72,3,9.82,1:08.56,5,9.39,1:08.76
1,9.63,1:17.82,5,9.88,1:18.43,4,9.70,1:18.42,2,9.42,1:17.98,3,9.56,1:18.32
2,10.06,1:27.871,5,10.44,1:28.866,4,9.89,1:28.307,1,9.30,1:27.274,3,9.78,1:28.100
