CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Jeroen SONNEVELD POSITION,Jeroen SONNEVELD LAP TIME,Jeroen SONNEVELD ELAPSED TIME,Fedor ANDREYEV POSITION,Fedor ANDREYEV LAP TIME,Fedor ANDREYEV ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME
3,12.57,12.57,2,12.54,12.54,4,12.63,12.63,5,12.74,12.74,1,12.38,12.38
2,9.25,21.82,3,9.37,21.91,4,9.42,22.05,5,9.38,22.12,1,9.31,21.69
2,9.21,31.03,3,9.22,31.13,4,9.19,31.24,5,9.24,31.36,1,9.21,30.90
2,9.06,40.09,3,9.05,40.18,4,9.06,40.30,5,9.04,40.40,1,9.10,40.00
2,9.00,49.09,3,9.04,49.22,4,9.03,49.33,5,9.08,49.48,1,8.98,48.98
2,8.76,57.85,3,8.93,58.15,4,8.94,58.27,5,8.96,58.44,1,8.71,57.69
2,8.76,1:06.61,3,9.05,1:07.20,4,9.05,1:07.32,5,9.08,1:07.52,1,8.62,1:06.31
2,9.07,1:15.68,3,9.24,1:16.44,5,23.85,1:31.17,4,9.54,1:17.06,1,8.89,1:15.20
2,9.40,1:25.078,3,9.59,1:26.030,5,14.07,1:45.231,4,10.02,1:27.079,1,9.22,1:24.412
