CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,NOH Do Hee POSITION,NOH Do Hee LAP TIME,NOH Do Hee ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME
1,7.34,7.34,3,7.98,,2,7.64,7.64,4,8.12,8.12
1,9.26,16.60,3,9.76,,2,9.66,17.30,4,9.73,17.85
1,8.76,25.36,3,9.12,,2,9.26,26.56,4,9.19,27.04
1,9.02,34.38,3,9.06,,2,9.31,35.87,4,9.22,36.26
1,9.24,43.62,3,25.44,,3,25.69,1:01.513,2,9.67,45.910
