Takayuki MURATAKE POSITION,Takayuki MURATAKE LAP TIME,Takayuki MURATAKE ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME
1,6.94,6.94,2,7.11,7.11,3,7.35,7.35,4,7.47,7.47
1,9.01,15.95,2,9.08,16.19,3,9.14,16.49,4,9.12,16.59
1,8.86,24.81,2,8.73,24.92,3,8.84,25.33,4,8.85,25.44
1,8.96,33.77,2,8.91,33.83,3,8.94,34.27,4,8.95,34.39
1,9.01,42.771,2,9.34,43.164,4,9.36,43.627,3,9.06,43.448
