Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME
1,6.96,6.96,3,7.10,7.10,2,7.05,7.05
2,9.35,16.31,3,9.39,16.49,1,9.18,16.23
2,8.54,24.85,3,8.82,25.31,1,8.54,24.77
2,8.69,33.54,3,8.89,34.20,1,8.62,33.39
2,8.86,42.393,3,9.05,43.251,1,8.82,42.209
