Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Valeriya REZNIK POSITION,Valeriya REZNIK LAP TIME,Valeriya REZNIK ELAPSED TIME,Dariya VOLOKITINA POSITION,Dariya VOLOKITINA LAP TIME,Dariya VOLOKITINA ELAPSED TIME
2,15.13,15.13,1,15.04,15.04,3,15.25,15.25,4,15.43,15.43
3,10.79,25.92,1,10.50,25.54,2,10.29,25.54,4,10.55,25.98
3,10.73,36.65,1,10.90,36.44,2,11.01,36.55,4,10.91,36.89
2,10.91,47.56,1,10.95,47.39,3,11.02,47.57,4,10.97,47.86
2,10.01,57.57,1,9.97,57.36,3,10.19,57.76,4,10.03,57.89
2,9.70,1:07.27,1,9.88,1:07.24,3,9.75,1:07.51,4,9.85,1:07.74
2,10.23,1:17.50,1,10.00,1:17.24,3,10.13,1:17.64,4,10.02,1:17.76
2,10.29,1:27.79,1,10.33,1:27.57,3,10.23,1:27.87,4,10.28,1:28.04
3,10.68,1:38.467,1,10.59,1:38.153,2,10.39,1:38.260,4,10.50,1:38.531
