Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Shotaro TANAKA POSITION,Shotaro TANAKA LAP TIME,Shotaro TANAKA ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME
3,15.040,15.040,4,15.070,15.070,2,14.980,14.980,1,14.870,14.870
4,12.620,27.660,2,12.510,27.580,3,12.630,27.610,1,12.640,27.510
4,11.250,38.920,3,11.160,38.740,1,10.890,38.500,2,11.200,38.720
3,10.170,49.090,2,10.330,49.080,4,10.640,49.150,1,10.230,48.950
3,9.810,58.900,2,9.770,58.850,4,9.790,58.940,1,9.740,58.700
4,9.650,1:08.560,2,9.500,1:08.360,3,9.510,1:08.460,1,9.600,1:08.300
4,9.600,1:18.170,2,9.530,1:17.890,3,9.490,1:17.950,1,9.400,1:17.710
4,10.300,1:28.480,2,9.460,1:27.360,3,9.400,1:27.360,1,9.410,1:27.130
4,10.580,1:39.070,2,9.830,1:37.200,3,9.940,1:37.300,1,9.770,1:36.900
