Jumpei YOSHIZAWA POSITION,Jumpei YOSHIZAWA LAP TIME,Jumpei YOSHIZAWA ELAPSED TIME,CHO Nam-Kyu POSITION,CHO Nam-Kyu LAP TIME,CHO Nam-Kyu ELAPSED TIME,SHCHUKIN Dmitry POSITION,SHCHUKIN Dmitry LAP TIME,SHCHUKIN Dmitry ELAPSED TIME,LIN Chueh POSITION,LIN Chueh LAP TIME,LIN Chueh ELAPSED TIME
0,7.040,7.040,0,7.244,7.244,0,6.877,6.877,0,7.408,7.408
0,9.138,16.178,0,9.151,16.395,0,9.410,16.288,0,10.075,17.482
0,9.160,25.338,0,8.969,25.364,0,9.577,25.865,0,9.736,27.218
0,9.417,34.755,0,9.085,34.449,0,9.596,35.461,0,10.153,37.371
0,,,0,,,0,,,0,,
