Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Vincent COURNOYER POSITION,Vincent COURNOYER LAP TIME,Vincent COURNOYER ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME
1,6.87,6.87,3,7.14,7.14,2,6.99,6.99,4,7.24,7.24,5,7.54,7.54
1,9.02,15.89,3,9.05,16.19,2,9.02,16.01,4,9.19,16.43,5,8.99,16.53
1,8.59,24.48,3,8.49,24.68,2,8.56,24.57,5,8.84,25.27,4,8.50,25.03
1,8.73,33.21,3,8.72,33.40,2,8.73,33.30,5,9.23,34.50,4,8.45,33.48
1,9.03,42.239,4,9.90,42.400,2,9.02,42.317,5,9.50,43.997,3,8.86,42.339
