Lucas NG POSITION,Lucas NG LAP TIME,Lucas NG ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,Thibault CROLET POSITION,Thibault CROLET LAP TIME,Thibault CROLET ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME
3,7.47,7.47,1,6.88,6.88,4,7.51,7.51,2,7.07,7.07
4,10.09,17.56,1,8.97,15.85,3,9.09,16.60,2,8.98,16.05
4,9.60,27.16,1,8.59,24.44,3,8.73,25.33,2,8.59,24.64
4,9.87,37.03,1,8.75,33.19,3,8.81,34.14,2,8.68,33.32
4,10.14,47.169,1,9.01,42.192,3,9.06,43.194,2,9.07,42.386
