Yoan GAUTHIER POSITION,Yoan GAUTHIER LAP TIME,Yoan GAUTHIER ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME,Kerim BALIC POSITION,Kerim BALIC LAP TIME,Kerim BALIC ELAPSED TIME
1,6.89,6.89,3,7.26,7.26,2,7.04,7.04,4,7.33,7.33,5,7.96,7.96
1,9.09,15.98,3,9.28,16.54,2,9.04,16.08,4,9.33,16.66,5,10.09,18.05
1,8.66,24.64,3,8.93,25.47,2,8.68,24.76,4,8.98,25.64,5,10.00,28.05
1,8.91,33.55,4,9.20,34.67,2,8.92,33.68,3,9.02,34.66,5,10.35,38.40
1,9.21,42.757,3,9.74,44.402,2,9.22,42.900,5,34.75,1:09.406,4,10.88,49.276
