Denali BLUNDEN POSITION,Denali BLUNDEN LAP TIME,Denali BLUNDEN ELAPSED TIME,TIBORCZ Daniel POSITION,TIBORCZ Daniel LAP TIME,TIBORCZ Daniel ELAPSED TIME,Zen Sheng Sian KOH POSITION,Zen Sheng Sian KOH LAP TIME,Zen Sheng Sian KOH ELAPSED TIME,MILOVANOV Sergei POSITION,MILOVANOV Sergei LAP TIME,MILOVANOV Sergei ELAPSED TIME,Julian MACARAEG POSITION,Julian MACARAEG LAP TIME,Julian MACARAEG ELAPSED TIME
3,7.33,7.33,2,7.15,7.15,5,7.49,7.49,1,7.13,7.13,4,7.45,7.45
3,9.30,16.63,2,9.14,16.29,5,9.44,16.93,1,8.95,16.08,4,9.28,16.73
3,8.84,25.47,2,8.51,24.80,5,8.87,25.80,1,8.56,24.64,4,8.86,25.59
3,8.95,34.42,2,8.77,33.57,5,9.00,34.80,1,8.82,33.46,4,8.93,34.52
3,9.09,43.51,2,9.06,42.63,5,9.21,44.01,1,9.09,42.55,4,9.20,43.72
