HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME
1,6.700,6.700,3,6.790,6.790,2,6.790,6.790,4,6.930,6.930
1,9.050,15.750,2,9.020,15.810,3,9.100,15.890,4,9.220,16.150
2,8.720,24.470,1,8.650,24.460,3,8.800,24.700,4,8.710,24.860
1,8.620,33.100,3,8.840,33.310,2,8.430,33.130,4,8.770,33.630
2,9.140,42.240,3,9.110,42.420,1,8.820,41.960,4,9.150,42.790
