Polona PEUNIK POSITION,Polona PEUNIK LAP TIME,Polona PEUNIK ELAPSED TIME,Kinga KOVACS POSITION,Kinga KOVACS LAP TIME,Kinga KOVACS ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
2,7.642,7.642,3,7.692,7.692,1,7.519,7.519,4,7.898,7.898
3,10.148,17.789,4,10.158,17.849,1,9.891,17.410,2,9.784,17.681
3,9.716,27.504,4,9.755,27.604,1,9.693,27.102,2,9.476,27.157
3,9.856,37.360,4,9.881,37.484,2,9.856,36.958,1,9.672,36.828
3,10.26,47.614,4,10.62,48.102,2,10.24,47.192,1,10.28,47.102
