Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME
2,7.09,7.09,1,6.92,6.92,4,7.20,7.20,3,7.11,7.11
3,9.56,16.65,1,9.21,16.13,4,9.70,16.90,2,9.44,16.55
2,9.23,25.88,1,9.17,25.30,4,9.23,26.13,3,9.36,25.91
2,8.80,34.68,1,8.74,34.04,4,8.86,34.99,3,8.97,34.88
2,9.34,44.012,1,9.31,43.343,4,9.24,44.222,3,9.34,44.218
