KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME,KANG Jihee POSITION,KANG Jihee LAP TIME,KANG Jihee ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME
1,7.69,7.69,2,7.94,7.94,3,8.07,8.07,4,8.22,8.22
1,9.65,17.34,2,9.81,17.75,3,9.76,17.83,4,9.91,18.13
1,9.13,26.47,2,9.30,27.05,3,9.30,27.13,4,9.27,27.40
1,9.22,35.69,2,9.32,36.37,3,9.45,36.58,4,9.32,36.72
1,9.40,45.086,2,9.54,45.909,4,10.02,46.600,3,9.85,46.568
