SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME
1,6.630,6.630,2,6.860,6.860,3,7.130,7.130
1,9.270,15.910,2,9.110,15.970,3,9.210,16.340
1,8.920,24.830,2,8.980,24.950,3,8.930,25.270
1,8.870,33.710,2,9.070,34.020,3,9.080,34.360
1,9.150,42.860,2,9.460,43.490,3,9.620,43.980
