de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME
1,7.17,7.17,2,7.32,7.32,4,7.74,7.74,3,7.51,7.51
1,9.33,16.50,2,9.26,16.58,4,9.28,17.02,3,9.23,16.74
1,8.99,25.49,2,9.07,25.65,3,8.65,25.67,4,8.98,25.72
1,9.16,34.65,3,9.14,34.79,2,9.06,34.73,4,9.32,35.04
1,9.29,43.935,3,9.57,44.347,2,9.35,44.074,4,9.46,44.486
