Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME
1,6.90,6.90,2,7.07,7.07,3,7.28,7.28,4,7.47,7.47
1,8.83,15.73,2,8.86,15.93,3,8.78,16.06,4,9.09,16.56
1,8.45,24.18,3,8.41,24.34,2,8.26,24.32,4,8.58,25.14
1,8.61,32.79,3,8.72,33.06,2,8.54,32.86,4,8.68,33.82
1,8.79,41.545,3,8.86,41.897,2,8.76,41.605,4,8.82,42.627
