Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME
1,7.39,7.39,2,7.66,7.66,3,7.88,7.88
1,9.64,17.03,2,9.78,17.44,3,9.96,17.84
1,9.26,26.29,2,9.30,26.74,3,9.43,27.27
1,9.44,35.73,2,9.35,36.09,3,9.47,36.74
1,9.76,45.490,2,9.53,45.614,3,9.58,46.319
