Nurlibek BEISEEV POSITION,Nurlibek BEISEEV LAP TIME,Nurlibek BEISEEV ELAPSED TIME,Hazim SHAHRUM POSITION,Hazim SHAHRUM LAP TIME,Hazim SHAHRUM ELAPSED TIME,Jasper BRUNSMANN POSITION,Jasper BRUNSMANN LAP TIME,Jasper BRUNSMANN ELAPSED TIME,SEJPAL Zdenek POSITION,SEJPAL Zdenek LAP TIME,SEJPAL Zdenek ELAPSED TIME,Moritz KREUSELER POSITION,Moritz KREUSELER LAP TIME,Moritz KREUSELER ELAPSED TIME
2,7.57,7.57,4,7.84,7.84,1,7.43,7.43,5,7.98,7.98,3,7.66,7.66
2,9.45,17.02,5,9.95,17.79,1,9.52,16.95,4,9.72,17.70,3,9.67,17.33
2,8.88,25.90,5,9.77,27.56,1,8.85,25.80,4,9.22,26.92,3,9.15,26.48
2,8.89,34.79,5,9.62,37.18,1,8.91,34.71,4,9.45,36.37,3,9.26,35.74
2,9.23,44.02,5,9.87,47.05,1,9.17,43.88,4,9.82,46.19,3,9.63,45.37
