Alvaro PENA POSITION,Alvaro PENA LAP TIME,Alvaro PENA ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME
5,13.72,13.72,3,13.53,13.53,2,13.44,13.44,4,13.63,13.63,1,13.29,13.29
5,10.45,24.17,1,10.19,23.72,3,10.43,23.87,4,10.38,24.01,2,10.55,23.84
5,9.57,33.74,1,9.53,33.25,2,9.49,33.36,3,9.46,33.47,4,9.75,33.59
5,9.38,43.12,1,9.44,42.69,2,9.41,42.77,3,9.43,42.90,4,9.38,42.97
5,9.45,52.57,2,9.30,51.99,1,9.14,51.91,3,9.20,52.10,4,9.30,52.27
5,9.51,1:02.08,1,8.87,1:00.86,2,9.07,1:00.98,3,8.93,1:01.03,4,9.10,1:01.37
5,9.69,1:11.77,1,8.80,1:09.66,3,8.83,1:09.81,2,8.70,1:09.73,4,9.01,1:10.38
5,10.08,1:21.85,1,8.89,1:18.55,3,8.94,1:18.75,2,8.90,1:18.63,4,9.19,1:19.57
5,10.43,1:32.271,1,9.12,1:27.663,3,9.04,1:27.788,2,9.10,1:27.729,4,9.42,1:28.981
