Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Natalia PLUGINA POSITION,Natalia PLUGINA LAP TIME,Natalia PLUGINA ELAPSED TIME,Josephine MESCHNIK POSITION,Josephine MESCHNIK LAP TIME,Josephine MESCHNIK ELAPSED TIME
1,7.11,7.11,2,7.31,7.31,3,7.55,7.55,4,7.71,7.71
1,9.50,16.61,2,9.59,16.90,3,9.57,17.12,4,9.68,17.39
1,9.14,25.75,2,9.11,26.01,3,9.20,26.32,4,29.03,46.42
1,9.38,35.13,2,9.21,35.22,3,9.27,35.59,4,13.45,59.87
1,9.59,44.721,2,9.61,44.827,3,9.45,45.036,4,12.58,1:12.448
