Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Dejan HORVACKI POSITION,Dejan HORVACKI LAP TIME,Dejan HORVACKI ELAPSED TIME,Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME
0,13.696,13.696,0,13.834,13.834,0,13.725,13.725,0,13.250,13.250,0,13.356,13.356
0,9.794,23.489,0,10.584,24.418,0,10.193,23.918,0,10.181,23.432,0,10.401,23.757
0,10.020,33.509,0,10.631,35.049,0,9.764,33.681,0,9.975,33.407,0,9.776,33.533
0,10.055,43.564,0,10.742,45.791,0,10.239,43.921,0,10.127,43.534,0,10.160,43.694
0,9.876,53.440,0,11.049,56.840,0,9.715,53.636,0,9.976,53.510,0,9.815,53.509
0,9.331,1:02.770,0,11.371,1:08.210,0,9.799,1:03.435,0,9.533,1:03.043,0,9.436,1:02.945
0,9.384,1:12.154,0,11.789,1:19.999,0,9.635,1:13.070,0,9.540,1:12.583,0,9.578,1:12.523
0,9.563,1:21.718,0,13.492,1:33.492,0,9.901,1:22.971,0,9.225,1:21.808,0,9.189,1:21.712
0,,,0,,,0,,,0,,,0,,
