WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME,Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME
1,7.09,7.09,2,7.47,7.47,3,7.62,7.62
1,9.33,16.42,2,9.71,17.18,3,9.59,17.21
1,8.93,25.35,2,9.34,26.52,3,9.32,26.53
1,9.07,34.42,3,9.57,36.09,2,9.50,36.03
1,9.40,43.814,3,9.83,45.917,2,9.77,45.795
