Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME
1,6.83,6.83,3,7.15,7.15,2,7.12,7.12,4,7.37,7.37
1,9.16,15.99,3,9.30,16.45,2,9.18,16.30,4,9.36,16.73
1,8.71,24.70,2,8.49,24.94,3,8.80,25.10,4,8.72,25.45
1,8.93,33.63,2,9.03,33.97,3,9.08,34.18,4,8.94,34.39
1,9.21,42.835,2,9.32,43.285,3,9.23,43.408,4,9.37,43.752
