WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME
1,12.81,12.81,2,12.89,12.89,3,13.01,13.01,4,13.12,13.12
2,9.51,22.32,1,9.32,22.21,3,9.43,22.44,4,9.43,22.55
1,9.05,31.37,2,9.27,31.48,3,9.12,31.56,4,9.11,31.66
1,9.36,40.73,2,9.33,40.81,3,9.39,40.95,4,9.39,41.05
1,9.38,50.11,2,9.42,50.23,3,9.35,50.30,4,9.37,50.42
1,9.07,59.18,3,9.22,59.45,2,9.06,59.36,4,9.10,59.52
1,9.05,1:08.23,4,9.08,1:08.53,2,8.89,1:08.25,3,8.85,1:08.37
2,8.94,1:17.17,4,8.87,1:17.40,1,8.81,1:17.06,3,8.81,1:17.18
3,9.14,1:26.309,4,9.12,1:26.514,1,9.06,1:26.121,2,9.03,1:26.203
