Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,LIU Ying Bao POSITION,LIU Ying Bao LAP TIME,LIU Ying Bao ELAPSED TIME,Yugo SHINOHARA POSITION,Yugo SHINOHARA LAP TIME,Yugo SHINOHARA ELAPSED TIME,Vladimir TSVETKOV POSITION,Vladimir TSVETKOV LAP TIME,Vladimir TSVETKOV ELAPSED TIME
3,13.107,13.107,2,13.098,13.098,1,12.984,12.984,4,13.280,13.280
3,9.912,23.019,2,9.836,22.933,1,9.853,22.837,4,10.182,23.461
3,9.934,32.952,2,9.905,32.838,1,9.879,32.716,4,10.424,33.884
3,9.845,42.797,2,9.919,42.757,1,9.843,42.558,4,10.765,44.649
3,9.825,52.622,2,9.764,52.521,1,9.786,52.344,4,10.707,55.356
3,9.899,1:02.520,1,9.589,1:02.109,2,10.083,1:02.426,4,10.763,1:06.118
2,9.529,1:12.049,1,9.441,1:11.550,3,9.858,1:12.283,4,10.957,1:17.075
2,9.278,1:21.327,1,9.547,1:21.096,3,9.962,1:22.245,4,11.495,1:28.570
2,9.83,1:31.155,1,9.81,1:30.901,3,10.07,1:32.315,4,11.59,1:40.152
