Ekaterina STRELKOVA POSITION,Ekaterina STRELKOVA LAP TIME,Ekaterina STRELKOVA ELAPSED TIME,Kimberly GOETZ POSITION,Kimberly GOETZ LAP TIME,Kimberly GOETZ ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME,SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME
2,7.30,7.30,3,7.56,7.56,1,7.06,7.06,4,7.82,7.82
2,9.74,17.04,3,9.58,17.14,1,9.86,16.92,4,10.22,18.04
2,9.04,26.08,3,9.53,26.67,1,9.04,25.96,4,9.28,27.32
2,9.80,35.88,3,9.60,36.27,1,9.09,35.05,4,9.85,37.17
1,9.03,44.905,3,9.72,45.985,2,9.98,45.030,4,9.60,46.769
