Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Krystian ZDROJKOWSKI POSITION,Krystian ZDROJKOWSKI LAP TIME,Krystian ZDROJKOWSKI ELAPSED TIME,Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
3,13.258,13.258,5,13.454,13.454,2,13.217,13.217,1,13.030,13.030,4,13.453,13.453
3,10.516,23.773,4,10.424,23.878,2,10.461,23.678,1,10.542,23.572,5,10.475,23.927
3,10.224,33.997,4,10.175,34.052,2,10.239,33.916,1,10.275,33.847,5,10.407,34.334
3,9.800,43.797,2,9.740,43.791,4,9.962,43.878,1,9.803,43.649,5,9.900,44.234
3,9.606,53.402,2,9.486,53.277,4,9.639,53.517,1,9.607,53.256,5,9.606,53.839
2,9.556,1:02.958,4,9.841,1:03.117,3,9.498,1:03.014,1,9.559,1:02.815,5,9.802,1:03.641
5,22.925,1:25.882,3,9.501,1:12.618,2,9.589,1:12.603,1,9.526,1:12.341,4,9.869,1:13.509
5,17.890,1:43.772,3,9.615,1:22.233,2,9.550,1:22.152,1,9.691,1:22.032,4,10.211,1:23.720
5,12.24,1:56.010,3,9.94,1:32.165,1,9.72,1:31.865,2,10.05,1:32.078,4,10.50,1:34.215
