START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
3,27.13,27.13,1,26.73,26.73,2,26.93,26.93,5,27.56,27.56,6,27.82,27.82,7,28.27,28.27,4,27.33,27.33,8,28.44,28.44,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
3,18.80,45.93,1,18.79,45.52,2,18.80,45.73,5,18.73,46.29,6,18.64,46.46,8,18.71,46.98,4,18.79,46.12,7,18.23,46.67,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
3,18.55,1:04.48,2,18.80,1:04.32,1,18.44,1:04.17,6,18.33,1:04.62,8,18.42,1:04.88,5,17.64,1:04.62,4,18.48,1:04.60,7,18.18,1:04.85,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
3,17.70,1:22.18,2,17.72,1:22.04,1,17.77,1:21.94,4,17.64,1:22.26,6,17.66,1:22.54,7,18.13,1:22.75,5,17.70,1:22.30,8,18.08,1:22.93,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
3,18.46,1:40.64,2,18.41,1:40.45,1,18.29,1:40.23,4,18.61,1:40.87,6,18.72,1:41.26,7,18.77,1:41.52,5,18.74,1:41.04,8,18.76,1:41.69,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
1,14.73,1:55.37,3,15.34,1:55.79,2,15.28,1:55.51,4,15.10,1:55.97,6,15.03,1:56.29,7,14.98,1:56.50,5,15.07,1:56.11,8,14.95,1:56.64,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
1,14.42,2:09.79,3,14.35,2:10.14,2,14.47,2:09.98,4,14.33,2:10.30,6,14.29,2:10.58,7,14.31,2:10.81,5,14.32,2:10.43,8,14.29,2:10.93,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
1,14.70,2:24.49,3,14.68,2:24.82,2,14.72,2:24.70,4,14.75,2:25.05,6,14.77,2:25.35,7,14.71,2:25.52,5,14.76,2:25.19,8,14.70,2:25.63,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
1,14.56,2:39.05,3,14.50,2:39.32,2,14.53,2:39.23,5,14.43,2:39.48,6,14.31,2:39.66,7,14.34,2:39.86,4,14.20,2:39.39,8,14.30,2:39.93,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
1,14.98,2:54.03,3,15.02,2:54.34,2,14.95,2:54.18,6,15.14,2:54.62,4,14.71,2:54.37,7,15.14,2:55.00,5,15.07,2:54.46,8,15.22,2:55.15,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
2,15.02,3:09.05,4,14.99,3:09.33,3,15.04,3:09.22,6,14.93,3:09.55,1,14.56,3:08.93,7,14.88,3:09.88,5,14.99,3:09.45,8,14.84,3:09.99,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
2,15.11,3:24.16,5,15.22,3:24.55,4,15.17,3:24.39,6,15.12,3:24.67,1,15.06,3:23.99,7,15.13,3:25.01,3,14.80,3:24.25,8,15.19,3:25.18,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
2,14.86,3:39.02,5,14.77,3:39.32,4,14.82,3:39.21,6,14.75,3:39.42,1,14.89,3:38.88,7,14.68,3:39.69,3,14.86,3:39.11,8,14.65,3:39.83,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
3,14.65,3:53.67,5,14.55,3:53.87,2,14.35,3:53.56,6,14.58,3:54.00,1,14.66,3:53.54,7,14.66,3:54.35,4,14.66,3:53.77,8,14.68,3:54.51,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
5,12.02,4:05.69,1,11.51,4:05.38,3,11.92,4:05.48,2,11.39,4:05.39,4,12.05,4:05.59,7,11.57,4:05.92,6,11.95,4:05.72,8,11.55,4:06.06,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
4,11.31,4:17.00,1,11.36,4:16.74,3,11.43,4:16.91,2,11.42,4:16.81,5,11.42,4:17.01,7,11.31,4:17.23,6,11.38,4:17.10,8,11.28,4:17.34,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
1,10.43,4:27.43,3,11.14,4:27.88,2,10.97,4:27.88,4,11.12,4:27.93,5,11.10,4:28.11,7,11.16,4:28.39,6,11.14,4:28.24,8,11.16,4:28.50,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
1,10.96,4:38.39,5,10.83,4:38.71,2,10.65,4:38.53,3,10.69,4:38.62,7,10.69,4:38.80,6,10.33,4:38.72,4,10.39,4:38.63,8,10.48,4:38.98,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
1,10.38,4:48.77,7,10.62,4:49.33,2,10.34,4:48.87,4,10.40,4:49.02,8,10.64,4:49.44,3,10.29,4:49.01,5,10.39,4:49.02,6,10.33,4:49.31,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
1,10.07,4:58.84,7,10.11,4:59.44,2,10.05,4:58.92,5,10.20,4:59.22,8,10.16,4:59.60,3,10.00,4:59.01,4,10.09,4:59.11,6,9.99,4:59.30,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
2,10.21,5:09.05,7,10.23,5:09.67,1,10.13,5:09.05,4,9.96,5:09.18,6,10.07,5:09.67,3,10.15,5:09.16,8,10.70,5:09.81,5,10.06,5:09.36,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
4,10.38,5:19.43,7,10.24,5:19.91,1,9.95,5:19.00,3,10.20,5:19.38,6,10.05,5:19.72,2,10.20,5:19.36,8,11.39,5:21.20,5,10.19,5:19.55,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
6,10.49,5:29.92,7,10.16,5:30.07,1,9.97,5:28.97,2,9.71,5:29.09,5,10.10,5:29.82,3,9.90,5:29.26,8,10.20,5:31.40,4,9.94,5:29.49,2014-2015,ISU World Cup 2014/15 - Seoul (KOR),3000m,w,Heats,2
