PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME,HIRAI Ami POSITION,HIRAI Ami LAP TIME,HIRAI Ami ELAPSED TIME,Mariya IZAFATAVA POSITION,Mariya IZAFATAVA LAP TIME,Mariya IZAFATAVA ELAPSED TIME,Anja CHONG POSITION,Anja CHONG LAP TIME,Anja CHONG ELAPSED TIME
2,7.66,7.66,1,7.43,7.43,3,7.75,7.75,4,8.61,8.61
2,9.65,17.31,1,9.65,17.08,3,9.64,17.39,4,10.23,18.84
2,9.07,26.38,1,9.17,26.25,3,9.10,26.49,4,9.63,28.47
2,9.37,35.75,1,9.23,35.48,3,9.30,35.79,4,9.74,38.21
2,9.78,45.531,1,9.43,44.919,4,35.31,1:11.107,3,10.13,48.348
