Cees JUFFERMANS POSITION,Cees JUFFERMANS LAP TIME,Cees JUFFERMANS ELAPSED TIME,Yoshiharu ARINO POSITION,Yoshiharu ARINO LAP TIME,Yoshiharu ARINO ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME
3,13.142,13.142,2,12.920,12.920,4,13.298,13.298,1,12.750,12.750
3,9.930,23.072,2,10.006,22.926,4,9.806,23.103,1,10.076,22.826
3,9.646,32.717,2,9.674,32.599,4,9.651,32.753,1,9.560,32.385
3,9.472,42.189,1,9.307,41.906,4,9.479,42.232,2,9.557,41.942
3,9.256,51.444,2,9.450,51.355,4,9.311,51.543,1,9.303,51.244
3,9.211,1:00.654,2,9.164,1:00.518,4,9.211,1:00.754,1,9.232,1:00.476
3,9.082,1:09.736,2,9.117,1:09.634,4,9.018,1:09.771,1,8.996,1:09.471
3,9.272,1:19.008,2,9.099,1:18.733,4,9.282,1:19.053,1,9.212,1:18.682
3,9.38,1:28.384,2,9.61,1:28.338,4,9.46,1:28.504,1,9.61,1:28.285
