Samuel BELANGER-MARCEAU POSITION,Samuel BELANGER-MARCEAU LAP TIME,Samuel BELANGER-MARCEAU ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME
1,6.83,6.83,4,7.25,7.25,2,7.07,7.07,3,7.24,7.24,5,7.31,7.31
1,9.03,15.86,4,9.30,16.55,2,8.86,15.93,3,9.23,16.47,5,9.33,16.64
1,8.46,24.32,4,8.73,25.28,2,8.51,24.44,3,8.49,24.96,5,8.72,25.36
1,8.61,32.93,5,8.82,34.10,2,8.59,33.03,3,8.60,33.56,4,8.67,34.03
1,8.81,41.736,5,9.21,43.310,2,8.79,41.819,3,8.67,42.222,4,8.93,42.960
