START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
2,8.60,8.60,3,8.77,8.77,4,8.92,8.92,1,8.45,8.45,5,9.04,9.04,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",1500m,m,Semifinals,2
2,11.79,20.39,3,11.75,20.52,4,11.70,20.62,1,11.86,20.31,5,11.67,20.71,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",1500m,m,Semifinals,2
3,10.98,31.37,4,10.86,31.38,1,10.52,31.14,2,10.96,31.27,5,10.79,31.50,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",1500m,m,Semifinals,2
3,9.88,41.25,1,9.73,41.11,2,10.06,41.20,4,10.09,41.36,5,9.99,41.49,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",1500m,m,Semifinals,2
3,10.04,51.29,1,10.01,51.12,2,10.02,51.22,4,10.04,51.40,5,10.06,51.55,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",1500m,m,Semifinals,2
3,10.06,1:01.35,1,10.09,1:01.21,2,10.07,1:01.29,4,10.06,1:01.46,5,10.04,1:01.59,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",1500m,m,Semifinals,2
1,9.38,1:10.73,3,9.72,1:10.93,2,9.54,1:10.83,4,9.56,1:11.02,5,9.49,1:11.08,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",1500m,m,Semifinals,2
1,9.25,1:19.98,2,9.11,1:20.04,3,9.22,1:20.05,4,9.16,1:20.18,5,9.20,1:20.28,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",1500m,m,Semifinals,2
1,9.25,1:29.23,2,9.29,1:29.33,3,9.30,1:29.35,4,9.33,1:29.51,5,9.25,1:29.53,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",1500m,m,Semifinals,2
1,9.13,1:38.36,2,9.33,1:38.66,5,9.78,1:39.13,3,9.31,1:38.82,4,9.31,1:38.84,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",1500m,m,Semifinals,2
1,9.18,1:47.54,2,9.00,1:47.66,5,9.28,1:48.41,3,8.95,1:47.77,4,9.02,1:47.86,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",1500m,m,Semifinals,2
2,9.20,1:56.74,1,8.99,1:56.65,5,9.30,1:57.71,3,9.06,1:56.83,4,9.05,1:56.91,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",1500m,m,Semifinals,2
1,9.01,2:05.75,3,9.21,2:05.86,5,9.79,2:07.50,2,9.02,2:05.85,4,9.02,2:05.93,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",1500m,m,Semifinals,2
1,9.05,2:14.794,3,9.41,2:15.269,4,10.83,2:18.326,2,9.07,2:14.917,5,23.87,2:29.796,2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",1500m,m,Semifinals,2
